路径ID,GAN收益率,普通策略收益率,收益放大倍数,是否曾激活,最终价格,最高价格,最低价格,价格区间,实现波动率,初始价格,激活中心,激活带宽
33,-0.049915465086803966,0.022693242486939585,-2.199573953150649,True,104.67666502805302,107.33028291572295,99.48369510460212,7.846587811120827,0.0033961415367311986,100,100,2
34,-0.04945367727767544,-0.46381067295377204,0.10662470736762128,True,102.45193550718548,104.05700092235774,96.64262110851735,7.414379813840398,0.0032097741002059246,100,100,2
35,-0.04917214981777044,-0.3378659186694769,0.1455374664938429,True,96.97213282204706,102.88153202195674,96.88876813691866,5.992763885038087,0.003243412469426824,100,100,2
36,-0.04928142838912974,-0.9356124359977692,0.052672908667117414,True,99.70556266894019,104.01418876727324,98.47848408502867,5.535704682244571,0.0031569560255703772,100,100,2
37,-0.04990307967538814,3.141629040585684,-0.015884459632472987,True,81.06078060496893,100.28739090949571,81.04087346031696,19.246517449178754,0.0032701695125799905,100,100,2
38,-0.04965236860247475,0.418466985227362,-0.11865301291450166,True,93.51350466819446,100.57531734199718,93.51350466819446,7.06181267380272,0.0033822363200007375,100,100,2
39,-0.049551633172665914,0.4156941484820763,-0.11920214261760881,True,93.52618454921493,101.88193539906054,92.87792396232241,9.004011436738125,0.003332698414046134,100,100,2
40,-0.04938359103221629,-0.7905376819221451,0.06246835813334418,True,100.95784841138435,101.23284368815347,95.96306259767636,5.26978109047711,0.0032984507275918883,100,100,2
41,-0.04927683785962233,-0.945997695541381,0.05208980750362388,True,99.7530533319241,104.56083618420628,98.53747846526801,6.023357718938271,0.0032952480937684012,100,100,2
42,-0.04989588017203408,0.31181542531881007,-0.16001735680978238,True,105.99878934168994,110.54521536472019,98.7455524417862,11.79966292293399,0.003121343050389302,100,100,2
43,-0.04987022471750133,1.4863721787915973,-0.03355164031531135,True,111.3699096974596,111.3699096974596,99.03236106706649,12.337548630393115,0.003489271110015861,100,100,2
44,-0.049284550622139406,-0.732009031134954,0.06732779040406846,True,98.77450643080668,103.62496930361861,98.57211192504174,5.052857378576874,0.003248437410648415,100,100,2
45,-0.04925840292242974,-0.7575491088918849,0.0650233791370742,True,101.10870156989435,102.86745567758352,96.3783369765373,6.489118701046223,0.0035510177531802383,100,100,2
46,-0.04983066109203863,-0.2739031702246451,0.18192801876359954,True,103.3203618736475,103.3203618736475,91.80281689625723,11.517544977390273,0.0035812291437853335,100,100,2
47,-0.04976647878448059,1.635254464304459,-0.030433476789588413,True,87.94926779484352,101.34084640187795,87.61954426743965,13.721302134438304,0.0034339468732931303,100,100,2
48,-0.0497674246404,0.649577941065123,-0.07661501645021317,True,92.45665938960627,102.02898113087232,91.71449267550912,10.314488455363204,0.003495801355690363,100,100,2
49,-0.04929824813729779,-0.0850852117787361,0.5793985477229319,True,104.18380587253911,104.72524333251036,97.12976742985576,7.595475902654599,0.0034716391074972167,100,100,2
50,-0.04993143004190318,0.9497730742369065,-0.05257195786690468,True,91.08389967772803,100.42302092208932,87.23122804073407,13.191792881355255,0.0033726896350489244,100,100,2
51,-0.04984851711135714,0.9530059915529392,-0.052306614599692235,True,108.93088410173033,108.93088410173033,98.03476579416659,10.89611830756374,0.00326276297660875,100,100,2
52,-0.0491666049930471,-0.7459894684477251,0.06590790764828663,True,98.83843745092229,103.37339566018211,97.26098421181541,6.1124114483667,0.003326008042117164,100,100,2
53,-0.0495535245653021,-0.3749147846052628,0.13217276725289884,True,97.14155325864795,104.43675996644532,96.85380213374066,7.582957832704665,0.003482171693938087,100,100,2
54,-0.049704519582461484,-0.49140936107788974,0.10114687167016173,True,97.67427029354548,102.74515798645507,94.64161542766016,8.103542558794913,0.0031755595695123102,100,100,2
55,-0.04942027536658741,0.6017828283051576,-0.08212310661268474,True,92.6752212447847,103.17648586649143,92.6752212447847,10.501264621706738,0.0034648758497266077,100,100,2
56,-0.04983349034229526,0.09077937496685566,-0.5489516793929227,True,104.98801551071574,107.39187247348622,99.83870847055344,7.553164002932775,0.003352748023555115,100,100,2
57,-0.04958553238316529,-0.23298664741052771,0.212825640156942,True,96.49253131527297,101.18342496674738,95.64293011585868,5.540494850888706,0.003262060394994021,100,100,2
58,-0.04973789010635739,1.1306127777905235,-0.04399197592968711,True,109.7430606288015,109.83042271362999,98.00187069043609,11.828552023193893,0.003263159216578977,100,100,2
